X,Y,Z,radius,diameter
2612700.300029842,1266391.4162976067,273.0129680365297,1.6753760072368828,3.3507520144737657
2612762.7998325876,1266243.915035719,274.15753968253966,1.746648576560265,3.49329715312053
2612813.233144512,1266255.8985013426,277.9348201438849,1.7550846890178833,3.5101693780357666
2612728.8886028784,1266272.6523774727,274.672,2.8922292845441904,5.784458569088381
2612898.878522732,1266249.5937827039,276.0778012048193,2.166472597478445,4.33294519495689
2612926.7078805645,1266288.743960225,273.30873589164787,1.9080421903092184,3.816084380618437
2612929.7502214066,1266310.6973430258,278.2743650793651,2.584603602344081,5.169207204688162
2612771.283656338,1266362.0478198896,273.2620164609054,2.2710602906461994,4.542120581292399
2612746.6374979285,1266416.4248528741,276.05899280575545,2.1263208211309506,4.252641642261901
2612884.590700779,1266353.3932048688,275.842754491018,2.206280984201695,4.41256196840339
2612527.8212198587,1266510.5096410746,274.2663636363637,3.450755691692763,6.901511383385526
2612636.9691452947,1266504.7315544076,274.246821192053,1.5530967049736473,3.1061934099472945
2612661.376063706,1266491.4993402215,272.49448863636366,1.2621480016721494,2.5242960033442987
2612509.416383711,1266590.3974645138,270.7923076923077,1.3370107165800877,2.6740214331601755
2612582.41338869,1266627.5776911082,273.48163793103447,2.4029502537245753,4.8059005074491505
2612684.103943753,1266597.5204665414,271.1729383886256,1.4910213047605994,2.9820426095211987
2612671.781230246,1266698.8838968328,274.22333333333336,1.4669204030041985,2.933840806008397
2612698.6258630236,1266647.0257043266,274.4475892857143,1.4397909733273786,2.879581946654757
2612796.317069009,1266570.0749475441,274.35376712328764,2.0859813899876958,4.1719627799753916
2612830.3627166855,1266602.0328880334,274.2814583333333,1.421875,2.84375
2612721.3511500093,1266678.2056994233,274.1007368421053,1.5098957435035043,3.0197914870070086
2612808.051181533,1266660.8955731743,272.05476510067115,1.794019470177233,3.588038940354466
2612818.8552154275,1266652.3130928972,273.38124999999997,3.2122203185647153,6.424440637129431
2612857.3880897905,1266679.945308624,272.6801501501501,2.882166679015112,5.764333358030224
2612991.9833355076,1266192.8078432733,277.6026,1.7016909099848303,3.4033818199696606
2613135.086059505,1266165.0422444982,277.2648138297873,2.6363223081596074,5.272644616319215
2613389.071962769,1266060.070052648,271.33979057591625,2.2795370281046106,4.559074056209221
2613454.098740011,1266149.383797294,267.4101893939394,1.3591953904332519,2.7183907808665038
2613471.3677374357,1266192.2235723762,266.3813422818792,3.032377367677051,6.064754735354102
2613472.526053865,1266191.6372399554,266.6037974683544,1.5703708011565294,3.1407416023130588
2613471.561078733,1266182.0992132756,268.0358333333333,1.3977171678311746,2.7954343356623492
2613046.5656955326,1266225.2386859125,276.779375,1.2895122321540808,2.5790244643081617
2613052.855089511,1266238.7028822913,275.8530830039526,1.7739020591974632,3.5478041183949265
2613058.8941151323,1266245.5856992947,276.3870103092783,2.5725318116351836,5.145063623270367
2613009.55831239,1266281.821566999,275.56238970588237,2.490215226642067,4.980430453284134
2613027.0004989677,1266299.5005726991,277.5869841269842,2.084225069570223,4.168450139140446
2613097.4262943086,1266269.2992755738,275.4259734513274,1.7467184634694282,3.4934369269388563
2613195.4011189113,1266260.76934405,263.6722222222223,1.3096136417375164,2.6192272834750328
2613098.403446254,1266267.8555771043,274.8174425287356,2.6964331909255606,5.392866381851121
2613157.192992303,1266270.6628177655,273.75027210884355,1.3563184026529316,2.712636805305863
2613100.708109028,1266305.8307199841,272.7110280373832,1.4143861853291695,2.828772370658339
2612986.286588423,1266349.1297529596,274.1702702702703,1.7630650689920664,3.5261301379841328
2613327.509287253,1266200.200380268,277.11696629213486,4.1237865165858185,8.247573033171637
2613336.28667212,1266204.1409991905,276.57758620689657,1.874674450904743,3.749348901809486
2613428.0107537895,1266225.6641751023,273.85499999999996,1.484621690027463,2.969243380054926
2613456.1570416694,1266259.6627921783,266.114414893617,1.4033824930769943,2.8067649861539885
2613393.4670684882,1266273.512571863,273.2377735849057,1.2514639864474726,2.502927972894945
2613423.2862474844,1266311.2808416309,269.1934420289855,2.480637912538829,4.961275825077658
2613417.442247951,1266324.7846321212,270.00455284552845,1.7416794382506213,3.4833588765012427
2613458.6128281234,1266335.5825111656,267.4621078431373,2.129074677970456,4.258149355940912
2613162.847044298,1266509.883785313,274.17956862745103,1.9403331100934704,3.880666220186941
2612989.441195894,1266621.9897634678,275.16912408759123,1.5123999192095323,3.0247998384190646
2613266.8205970554,1266633.8595688012,268.9366580976864,2.388019413394707,4.776038826789414
2613337.4139775275,1266689.4996800264,266.18735714285714,1.3113834536473303,2.6227669072946607
2613334.653883854,1266696.3517704264,271.57928143712576,1.3302372908620477,2.6604745817240953
2613359.8552397103,1266682.2792125666,261.7860106382979,1.271206826946347,2.542413653892694
2613483.2096242523,1266445.6382950987,269.28948717948714,1.2652391387105444,2.5304782774210888
2613485.421276155,1266507.4975570585,271.52416,1.8422265952170487,3.6844531904340974
2612255.7943410794,1266707.0388715751,274.23058441558436,1.3036344927260095,2.607268985452019
2612353.266400307,1266777.641205329,269.3201550387597,1.2566230789301938,2.5132461578603875
2612252.22850319,1266860.094671959,269.93346456692916,1.6016958785924373,3.2033917571848747
2612410.748904123,1266933.5394230767,274.76994082840235,1.7824831257967073,3.5649662515934146
2612140.0450511705,1266988.0342330523,273.887427184466,2.4300266041496337,4.860053208299267
2612383.2966309665,1266987.3630444654,270.6089592760181,2.276697083358917,4.553394166717834
2612394.5169831044,1266995.1785025229,262.7040287769784,4.244970599500661,8.489941199001322
2612438.4022783437,1266960.7116306103,271.53074013157897,3.453018946335221,6.906037892670442
2612407.4013001844,1266997.2923596515,262.70635658914733,1.3537960229942323,2.7075920459884646
2612431.578994467,1266991.4416062273,268.19370689655176,1.9951723962166779,3.9903447924333557
2612516.982040955,1266794.3947334888,269.26693548387095,1.4683343826850204,2.9366687653700407
2612469.9280697335,1266811.7113033691,273.36167664670654,1.4615849167085708,2.9231698334171416
2612538.43731712,1266766.7302808992,275.0864835164835,1.6216913431661402,3.2433826863322803
2612546.1622996973,1266779.9115897147,273.87186813186815,1.6415176143206627,3.2830352286413254
2612641.67552327,1266754.5280378228,273.3425423728814,1.5562374497485916,3.112474899497183
2612668.3566509914,1266705.12832301,274.08939759036144,1.398415677204028,2.796831354408056
2612617.0057177916,1266815.5722956646,269.6680952380952,1.3163077207192093,2.6326154414384186
2612704.0575228576,1266791.9124999936,272.33416243654824,1.3015728165857645,2.603145633171529
2612659.4150250563,1266824.5288090983,272.1109554140127,1.3006346107285474,2.6012692214570947
2612493.273765729,1266943.4303625007,271.2578873239437,1.9915593372405453,3.9831186744810907
2612501.288599385,1266940.7497418812,271.3229608938547,2.121665582449317,4.243331164898634
2612509.712261178,1266942.098513164,272.3527777777778,3.646153259772551,7.292306519545102
2612666.78635769,1266883.9145884784,270.3835498839907,2.93429845480568,5.86859690961136
2612659.614408964,1266926.6582346251,271.38113513513514,1.2728382409010188,2.5456764818020376
2612681.2888685185,1266943.3390516294,261.31718181818184,1.8200274723201295,3.640054944640259
2612756.724367802,1266706.187233924,271.7856097560976,1.5973458210027658,3.1946916420055316
2612809.633178154,1266708.3887858246,268.1836170212766,1.7221557166818569,3.4443114333637137
2612725.6890224884,1266776.6034590777,271.83348066298345,3.926323423382236,7.852646846764472
2612720.4134571115,1266781.2935927822,272.3568208092485,2.0231207522352688,4.0462415044705375
2612737.3286455586,1266782.533336251,271.0835036496351,1.3289519484353074,2.657903896870615
2612760.531185165,1266768.7941661733,272.11336633663365,1.901376968147032,3.802753936294064
2612850.774001512,1266756.0987438078,271.5188918205805,1.7585588693231171,3.5171177386462342
2612953.67123191,1266793.2781213918,273.3409403669725,2.7531498296269676,5.506299659253935
2612798.3475904563,1266869.3776403351,271.19412844036697,1.4745563421755032,2.9491126843510065
2612856.2770801103,1266853.1569736977,271.63290322580644,1.3985029663447268,2.7970059326894536
2612913.7302137148,1266886.8702520316,271.24007194244604,1.4676691501748615,2.935338300349723
2612923.1631043693,1266891.6216255277,273.3581727574751,3.6744007270744166,7.348801454148833
2612905.2148541305,1266920.6039328529,271.29681003584227,1.3552379576572522,2.7104759153145044
2612924.6952296696,1266903.1858965426,273.38102040816324,1.4086784586980805,2.817356917396161
2612911.091619732,1266924.1782643236,270.1383743842365,2.828125,5.65625
2612926.3200885174,1266927.8471851652,272.88654761904763,1.9583056292366623,3.9166112584733246
2612970.5237911176,1266934.2417302025,273.26165745856355,1.86762873970578,3.73525747941156
2612481.72712861,1266954.0227589938,272.82388704318936,4.130530147193578,8.261060294387155
2612480.428150651,1266981.7062905463,258.2978656126483,4.089334450738898,8.178668901477796
2612488.1450956627,1266966.257388617,273.08180076628355,2.5412130315805874,5.082426063161175
2612495.069248674,1266993.9228220326,259.23833333333334,1.354156650603984,2.708313301207968
2612515.072842273,1266996.8666341212,260.2696907216495,1.3503652573007794,2.7007305146015588
2612562.9685458816,1266977.1758638253,262.5633823529412,1.4761284084133737,2.9522568168267473
2612765.5087027787,1266961.3721357938,267.3840186915888,1.7228643936044414,3.445728787208883
2612889.7105981708,1266989.2382393316,272.8461458333333,1.3677007965011938,2.7354015930023876
2612916.1292923125,1266981.8798872137,271.1996261682243,1.7721808598447282,3.5443617196894563
2612920.399197043,1266995.8280000654,271.2957314148681,2.7999720980752647,5.599944196150529
2612965.90955619,1267003.4982745894,261.0764238410596,1.558667174022408,3.117334348044816
2613019.949961173,1266774.443007045,272.89414285714287,2.348640730560977,4.697281461121954
2613032.352058085,1266766.018378484,272.1229591836735,1.9370589215676945,3.874117843135389
2613029.267125263,1266801.5641529905,271.25078431372543,2.207331976193205,4.41466395238641
2613011.7524116086,1266815.4000635687,267.8452023121387,1.3072812914594931,2.6145625829189862
2613152.842196091,1266724.5286027552,273.9702693602694,2.8626176968161503,5.725235393632301
2613111.904561832,1266734.0006482345,273.3974045801527,1.815797108882212,3.631594217764424
2613145.117137037,1266746.457042775,272.72663185378593,2.939286358433795,5.87857271686759
2613145.375397324,1266746.0090110004,272.5716549295775,2.723729276538878,5.447458553077756
2613210.871661432,1266722.727491151,275.1576744186047,1.2662999743346757,2.5325999486693513
2613157.573827037,1266784.205928424,274.1835451505017,3.074355242363836,6.148710484727672
2613221.3696416616,1266794.3113785456,271.21062407132246,3.5028587655299495,7.005717531059899
2613214.8227506788,1266820.4417577917,272.1040047393365,2.263037315340823,4.526074630681646
2612984.203438147,1266830.1986245462,272.65265,1.8271899318010156,3.6543798636020313
2613015.840163713,1266867.606391071,272.9541095890411,1.3778379803155376,2.7556759606310752
2613040.793831868,1266832.8432339593,268.7924761904762,1.7708026958133987,3.5416053916267973
2613050.0781770544,1266848.6428862743,272.67531353135314,3.114827192237155,6.22965438447431
2613091.3743433435,1266838.4836651282,271.6264240506329,2.19117994040882,4.38235988081764
2613096.7141566575,1266838.005410912,270.46555331991954,2.7405287896453485,5.481057579290697
2613060.901397739,1266863.999070177,272.96299093655585,2.715245586268395,5.43049117253679
2612970.321694284,1266952.446758823,274.8544094488189,2.3738175510398856,4.747635102079771
2613019.5816526404,1266949.825745522,275.1203529411766,1.7048443156561246,3.409688631312249
2613037.8482392123,1266942.5662218465,274.5570682730924,2.5905477220078383,5.181095444015677
2613107.957948195,1266834.3027710444,270.1731617647059,3.569859448826382,7.139718897652764
2613117.135043248,1266855.6558503527,273.3633923303835,3.1076078521106876,6.215215704221375
2613098.213642552,1266885.0249038571,273.59576687116567,3.1640142743238373,6.328028548647675
2613124.7224216326,1266904.9075770823,270.1841366906475,1.3393824369835525,2.678764873967105
2613155.1160684144,1266948.7315134192,274.24606209150323,3.8320451866464205,7.664090373292841
2613165.7038269388,1266915.5236771442,272.69219954648526,4.206202405005612,8.412404810011225
2613201.070450786,1266895.2524481537,274.9319444444444,2.062085659138582,4.124171318277164
2613224.3164453804,1266760.270387588,271.97433823529406,2.852108252569492,5.704216505138984
2613298.492324391,1266750.41184423,273.12701587301586,3.2776766256755714,6.555353251351143
2613228.885276562,1266765.039397693,272.0263333333333,1.417145292921654,2.834290585843308
2613245.8099170458,1266771.9164486635,271.49022988505743,1.6869211970332225,3.373842394066445
2613238.3702644277,1266787.9490611241,272.08147540983606,2.1327981913439444,4.265596382687889
2613239.9267757484,1266784.527467843,273.17281407035176,1.5709925455345102,3.1419850910690204
2613236.2966910675,1266798.1726788343,274.14497354497354,2.915308463524915,5.83061692704983
2613229.204362285,1266805.378061317,272.86,1.3689497571130944,2.737899514226189
2613284.606971038,1266803.5236346154,269.3907894736842,1.301009974260382,2.602019948520764
2613281.3394447565,1266814.1076599183,274.3378787878788,1.945986956373295,3.89197391274659
2613336.5754021755,1266814.7908324841,259.46396135265695,2.671143905824806,5.342287811649612
2613395.208932909,1266725.5154157258,258.4608928571429,1.2853402698799257,2.5706805397598513
2613415.05426041,1266714.6256968495,261.77705357142855,2.275463551674691,4.550927103349382
2613248.398914561,1266859.0697541698,275.2427868852459,1.3005407529178008,2.6010815058356016
2613273.546401435,1266835.6137199868,272.88866666666667,1.3836729314581535,2.767345862916307
2613298.452750114,1266846.1414272892,261.2024567474048,1.6747930142632552,3.3495860285265104
2613227.6052139713,1266951.8767128226,265.459335793358,1.3720671847161858,2.7441343694323717
2613332.35049969,1266893.724566421,254.73582887700533,1.7097063207244103,3.4194126414488206
2613362.1727536432,1266874.7510576737,255.60767241379307,1.3036344927260095,2.607268985452019
2613050.664926692,1266993.5851268442,270.79900621118014,1.2822975900215208,2.5645951800430415
2613084.419991353,1266996.7297179373,271.6784153005464,2.0392869847694315,4.078573969538863
2613127.822909871,1266959.6268150066,272.65564963503647,4.0493778457313665,8.098755691462733
2613148.4667858332,1266957.582388197,272.3916666666667,1.281154722067167,2.562309444134334
2613195.6023207563,1266993.9090589667,275.0222885572139,2.9837613897981186,5.967522779596237
